date,store_nbr,family,onpromotion,sales
2017-07-07,3,CELEBRATION,0,46.0
2017-07-07,3,CLEANING,43,1959.0
2017-07-07,3,DAIRY,40,2335.0
2017-07-07,3,DELI,70,517.359
2017-07-07,3,EGGS,32,522.0
2017-07-07,3,FROZEN FOODS,0,371.493
2017-07-07,3,GROCERY I,65,8899.0
2017-07-07,3,GROCERY II,1,47.0
2017-07-07,3,HARDWARE,0,7.0
2017-07-07,3,HOME AND KITCHEN I,11,63.0
2017-07-07,3,HOME AND KITCHEN II,2,28.0
2017-07-07,3,HOME APPLIANCES,0,2.0
2017-07-07,3,HOME CARE,13,500.0
2017-07-07,3,LADIESWEAR,0,43.0
2017-07-07,3,LAWN AND GARDEN,0,74.0
2017-07-07,3,LINGERIE,0,19.0
2017-07-07,3,"LIQUOR,WINE,BEER",5,252.0
2017-07-07,3,MAGAZINES,0,26.0
2017-07-07,3,MEATS,53,1458.55
2017-07-07,3,PERSONAL CARE,5,425.0
2017-07-07,3,PET SUPPLIES,0,20.0
2017-07-07,3,PLAYERS AND ELECTRONICS,0,16.0
2017-07-07,3,POULTRY,45,1794.385
2017-07-07,3,PREPARED FOODS,0,283.186
2017-07-07,3,PRODUCE,15,8097.413
2017-07-07,3,SCHOOL AND OFFICE SUPPLIES,0,1.0
2017-07-07,3,SEAFOOD,7,120.245
2017-07-07,30,AUTOMOTIVE,0,2.0
2017-07-07,30,BABY CARE,0,0.0
2017-07-07,30,BEAUTY,1,2.0
2017-07-07,30,BEVERAGES,37,1024.0
2017-07-07,30,BOOKS,0,0.0
2017-07-07,30,BREAD/BAKERY,11,110.0
2017-07-07,30,CELEBRATION,0,6.0
2017-07-07,30,CLEANING,26,2260.0
2017-07-07,30,DAIRY,16,225.0
2017-07-07,30,DELI,34,146.0
2017-07-07,30,EGGS,1,88.0
2017-07-07,30,FROZEN FOODS,0,39.0
2017-07-07,30,GROCERY I,40,1573.0
2017-07-07,30,GROCERY II,0,2.0
2017-07-07,30,HARDWARE,0,0.0
2017-07-07,30,HOME AND KITCHEN I,2,15.0
2017-07-07,30,HOME AND KITCHEN II,1,9.0
2017-07-07,30,HOME APPLIANCES,0,0.0
2017-07-07,30,HOME CARE,12,102.0
2017-07-07,30,LADIESWEAR,0,0.0
2017-07-07,30,LAWN AND GARDEN,0,0.0
2017-07-07,30,LINGERIE,0,1.0
2017-07-07,30,"LIQUOR,WINE,BEER",3,40.0
2017-07-07,30,MAGAZINES,0,2.0
2017-07-07,30,MEATS,0,47.798
2017-07-07,30,PERSONAL CARE,5,77.0
2017-07-07,30,PET SUPPLIES,0,0.0
2017-07-07,30,PLAYERS AND ELECTRONICS,0,4.0
2017-07-07,30,POULTRY,17,131.593
2017-07-07,30,PREPARED FOODS,0,16.0
2017-07-07,30,PRODUCE,14,470.444
2017-07-07,30,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-07-07,30,SEAFOOD,1,6.0
2017-07-07,31,AUTOMOTIVE,0,15.0
2017-07-07,31,BABY CARE,0,0.0
2017-07-07,31,BEAUTY,1,1.0
2017-07-07,31,BEVERAGES,43,2135.0
2017-07-07,31,BOOKS,0,0.0
2017-07-07,31,BREAD/BAKERY,12,438.0
2017-07-07,31,CELEBRATION,0,24.0
2017-07-07,31,CLEANING,39,2161.0
2017-07-07,31,DAIRY,26,539.0
2017-07-07,31,DELI,55,241.144
2017-07-07,31,EGGS,1,214.0
2017-07-07,31,FROZEN FOODS,0,74.0
2017-07-07,31,GROCERY I,65,3480.453
2017-07-07,31,GROCERY II,0,6.0
2017-07-07,31,HARDWARE,0,1.0
2017-07-07,31,HOME AND KITCHEN I,3,23.0
2017-07-07,31,HOME AND KITCHEN II,0,12.0
2017-07-07,31,HOME APPLIANCES,0,0.0
2017-07-07,31,HOME CARE,20,218.0
2017-07-07,31,LADIESWEAR,0,0.0
2017-07-07,31,LAWN AND GARDEN,0,6.0
2017-07-07,31,LINGERIE,0,12.0
2017-07-07,31,"LIQUOR,WINE,BEER",1,17.0
2017-07-07,31,MAGAZINES,0,2.0
2017-07-07,31,MEATS,0,285.884
2017-07-07,31,PERSONAL CARE,8,256.0
2017-07-07,31,PET SUPPLIES,0,3.0
2017-07-07,31,PLAYERS AND ELECTRONICS,0,5.0
2017-07-07,31,POULTRY,19,143.761
2017-07-07,31,PREPARED FOODS,1,42.942
2017-07-07,31,PRODUCE,20,1117.293
2017-07-07,31,SCHOOL AND OFFICE SUPPLIES,0,2.0
2017-07-07,31,SEAFOOD,0,4.0
2017-07-07,32,AUTOMOTIVE,0,0.0
2017-07-07,32,BABY CARE,0,0.0
2017-07-07,32,BEAUTY,1,1.0
2017-07-07,32,BEVERAGES,29,697.0
2017-07-07,32,BOOKS,0,0.0
2017-07-07,32,BREAD/BAKERY,7,74.0
2017-07-07,32,CELEBRATION,0,7.0
2017-07-07,32,CLEANING,18,906.0
2017-07-07,32,DAIRY,20,152.0
2017-07-07,32,DELI,23,104.0
2017-07-07,32,EGGS,1,105.0
2017-07-07,32,FROZEN FOODS,0,21.0
2017-07-07,32,GROCERY I,47,1030.0
2017-07-07,32,GROCERY II,0,3.0
2017-07-07,32,HARDWARE,0,0.0
2017-07-07,32,HOME AND KITCHEN I,1,13.0
2017-07-07,32,HOME AND KITCHEN II,0,0.0
2017-07-07,32,HOME APPLIANCES,0,0.0
2017-07-07,32,HOME CARE,13,83.0
2017-07-07,32,LADIESWEAR,0,0.0
2017-07-07,32,LAWN AND GARDEN,0,0.0
2017-07-07,32,LINGERIE,0,0.0
2017-07-07,32,"LIQUOR,WINE,BEER",3,104.0
2017-07-07,32,MAGAZINES,0,0.0
2017-07-07,32,MEATS,0,71.586
2017-07-07,32,PERSONAL CARE,5,53.0
2017-07-07,32,PET SUPPLIES,0,0.0
2017-07-07,32,PLAYERS AND ELECTRONICS,0,1.0
2017-07-07,32,POULTRY,11,73.356
2017-07-07,32,PREPARED FOODS,0,8.0
2017-07-07,32,PRODUCE,14,150.967
2017-07-07,32,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-07-07,32,SEAFOOD,1,3.0
2017-07-07,33,AUTOMOTIVE,0,10.0
2017-07-07,33,BABY CARE,0,0.0
2017-07-07,33,BEAUTY,1,1.0
2017-07-07,33,BEVERAGES,50,1527.0
2017-07-07,33,BOOKS,0,0.0
2017-07-07,33,BREAD/BAKERY,9,190.0
2017-07-07,33,CELEBRATION,0,6.0
2017-07-07,33,CLEANING,37,1401.0
2017-07-07,33,DAIRY,27,259.0
2017-07-07,33,DELI,48,205.0
2017-07-07,33,EGGS,1,84.0
2017-07-07,33,FROZEN FOODS,0,49.0
2017-07-07,33,GROCERY I,70,2867.0
2017-07-07,33,GROCERY II,0,0.0
2017-07-07,33,HARDWARE,0,0.0
2017-07-07,33,HOME AND KITCHEN I,5,28.0
2017-07-07,33,HOME AND KITCHEN II,0,17.0
2017-07-07,33,HOME APPLIANCES,0,0.0
2017-07-07,33,HOME CARE,20,206.0
2017-07-07,33,LADIESWEAR,0,0.0
2017-07-07,33,LAWN AND GARDEN,0,0.0
2017-07-07,33,LINGERIE,0,12.0
2017-07-07,33,"LIQUOR,WINE,BEER",2,57.0
2017-07-07,33,MAGAZINES,0,1.0
2017-07-07,33,MEATS,0,181.025
2017-07-07,33,PERSONAL CARE,5,187.0
2017-07-07,33,PET SUPPLIES,0,5.0
2017-07-07,33,PLAYERS AND ELECTRONICS,0,4.0
2017-07-07,33,POULTRY,18,281.811
2017-07-07,33,PREPARED FOODS,0,42.0
2017-07-07,33,PRODUCE,15,1045.592
2017-07-07,33,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-07-07,33,SEAFOOD,0,0.0
2017-07-07,34,AUTOMOTIVE,0,3.0
2017-07-07,34,BABY CARE,0,0.0
2017-07-07,34,BEAUTY,2,3.0
2017-07-07,34,BEVERAGES,46,2633.0
2017-07-07,34,BOOKS,0,0.0
2017-07-07,34,BREAD/BAKERY,13,678.0
2017-07-07,34,CELEBRATION,0,9.0
2017-07-07,34,CLEANING,35,921.0
2017-07-07,34,DAIRY,30,761.0
2017-07-07,34,DELI,62,218.146
2017-07-07,34,EGGS,1,96.0
2017-07-07,34,FROZEN FOODS,0,71.0
2017-07-07,34,GROCERY I,63,3631.375
2017-07-07,34,GROCERY II,0,7.0
2017-07-07,34,HARDWARE,0,3.0
2017-07-07,34,HOME AND KITCHEN I,5,31.0
2017-07-07,34,HOME AND KITCHEN II,1,45.0
2017-07-07,34,HOME APPLIANCES,0,1.0
2017-07-07,34,HOME CARE,17,244.0
2017-07-07,34,LADIESWEAR,0,5.0
2017-07-07,34,LAWN AND GARDEN,0,9.0
2017-07-07,34,LINGERIE,0,6.0
2017-07-07,34,"LIQUOR,WINE,BEER",2,35.0
2017-07-07,34,MAGAZINES,0,5.0
2017-07-07,34,MEATS,0,147.869
2017-07-07,34,PERSONAL CARE,8,286.0
2017-07-07,34,PET SUPPLIES,0,4.0
2017-07-07,34,PLAYERS AND ELECTRONICS,0,13.0
2017-07-07,34,POULTRY,22,183.581
2017-07-07,34,PREPARED FOODS,1,44.0
2017-07-07,34,PRODUCE,17,715.338
2017-07-07,34,SCHOOL AND OFFICE SUPPLIES,0,3.0
2017-07-07,34,SEAFOOD,1,7.0
2017-07-07,35,AUTOMOTIVE,0,3.0
2017-07-07,35,BABY CARE,0,0.0
2017-07-07,35,BEAUTY,0,0.0
2017-07-07,35,BEVERAGES,31,971.0
2017-07-07,35,BOOKS,0,0.0
2017-07-07,35,BREAD/BAKERY,9,78.0
2017-07-07,35,CELEBRATION,0,6.0
2017-07-07,35,CLEANING,18,319.0
2017-07-07,35,DAIRY,19,165.0
2017-07-07,35,DELI,27,109.0
2017-07-07,35,EGGS,2,164.0
2017-07-07,35,FROZEN FOODS,0,66.0
2017-07-07,35,GROCERY I,44,1204.0
2017-07-07,35,GROCERY II,0,1.0
2017-07-07,35,HARDWARE,0,0.0
2017-07-07,35,HOME AND KITCHEN I,2,5.0
2017-07-07,35,HOME AND KITCHEN II,1,7.0
2017-07-07,35,HOME APPLIANCES,0,0.0
2017-07-07,35,HOME CARE,10,70.0
2017-07-07,35,LADIESWEAR,0,0.0
2017-07-07,35,LAWN AND GARDEN,0,0.0
2017-07-07,35,LINGERIE,0,0.0
2017-07-07,35,"LIQUOR,WINE,BEER",0,38.0
2017-07-07,35,MAGAZINES,0,0.0
2017-07-07,35,MEATS,0,152.429
2017-07-07,35,PERSONAL CARE,2,58.0
2017-07-07,35,PET SUPPLIES,0,0.0
2017-07-07,35,PLAYERS AND ELECTRONICS,0,1.0
2017-07-07,35,POULTRY,9,27.581
2017-07-07,35,PREPARED FOODS,0,10.0
2017-07-07,35,PRODUCE,14,383.835
2017-07-07,35,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-07-07,35,SEAFOOD,0,0.0
2017-07-07,36,AUTOMOTIVE,0,4.0
2017-07-07,36,BABY CARE,0,0.0
2017-07-07,36,BEAUTY,1,1.0
2017-07-07,36,BEVERAGES,40,1999.0
2017-07-07,36,BOOKS,0,0.0
2017-07-07,36,BREAD/BAKERY,13,358.0
2017-07-07,36,CELEBRATION,0,7.0
2017-07-07,36,CLEANING,35,779.0
2017-07-07,36,DAIRY,23,441.0
2017-07-07,36,DELI,63,219.088
2017-07-07,36,EGGS,0,82.0
2017-07-07,36,FROZEN FOODS,0,83.254
2017-07-07,36,GROCERY I,52,2462.539
2017-07-07,36,GROCERY II,0,6.0
2017-07-07,36,HARDWARE,0,1.0
2017-07-07,36,HOME AND KITCHEN I,3,19.0
2017-07-07,36,HOME AND KITCHEN II,1,3.0
2017-07-07,36,HOME APPLIANCES,0,0.0
2017-07-07,36,HOME CARE,13,177.0
2017-07-07,36,LADIESWEAR,0,0.0
2017-07-07,36,LAWN AND GARDEN,0,54.0
2017-07-07,36,LINGERIE,0,0.0
2017-07-07,36,"LIQUOR,WINE,BEER",2,87.0
2017-07-07,36,MAGAZINES,0,2.0
2017-07-07,36,MEATS,0,185.537
2017-07-07,36,PERSONAL CARE,5,124.0
2017-07-07,36,PET SUPPLIES,0,2.0
2017-07-07,36,PLAYERS AND ELECTRONICS,0,3.0
2017-07-07,36,POULTRY,16,87.478
2017-07-07,36,PREPARED FOODS,1,49.055
2017-07-07,36,PRODUCE,19,768.886
2017-07-07,36,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-07-07,36,SEAFOOD,0,0.0
2017-07-07,37,AUTOMOTIVE,0,3.0
2017-07-07,37,BABY CARE,0,0.0
2017-07-07,37,BEAUTY,0,2.0
2017-07-07,37,BEVERAGES,43,2831.0
2017-07-07,37,BOOKS,0,0.0
2017-07-07,37,BREAD/BAKERY,6,614.874
2017-07-07,37,CELEBRATION,0,12.0
2017-07-07,37,CLEANING,44,1781.0
2017-07-07,37,DAIRY,36,934.0
2017-07-07,37,DELI,52,218.189
2017-07-07,37,EGGS,26,159.0
2017-07-07,37,FROZEN FOODS,1,171.9
2017-07-07,37,GROCERY I,60,3762.0
2017-07-07,37,GROCERY II,0,53.0
2017-07-07,37,HARDWARE,0,2.0
2017-07-07,37,HOME AND KITCHEN I,2,26.0
2017-07-07,37,HOME AND KITCHEN II,1,29.0
2017-07-07,37,HOME APPLIANCES,0,0.0
2017-07-07,37,HOME CARE,14,236.0
2017-07-07,37,LADIESWEAR,0,27.0
2017-07-07,37,LAWN AND GARDEN,0,38.0
2017-07-07,37,LINGERIE,0,6.0
2017-07-07,37,"LIQUOR,WINE,BEER",4,138.0
2017-07-07,37,MAGAZINES,0,15.0
2017-07-07,37,MEATS,38,330.068
2017-07-07,37,PERSONAL CARE,2,189.0
2017-07-07,37,PET SUPPLIES,0,15.0
2017-07-07,37,PLAYERS AND ELECTRONICS,0,18.0
2017-07-07,37,POULTRY,31,348.401
2017-07-07,37,PREPARED FOODS,0,76.442
2017-07-07,37,PRODUCE,13,2649.646
2017-07-07,37,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-07-07,37,SEAFOOD,5,15.894
2017-07-07,38,AUTOMOTIVE,0,5.0
2017-07-07,38,BABY CARE,0,0.0
2017-07-07,38,BEAUTY,0,5.0
2017-07-07,38,BEVERAGES,40,2144.0
2017-07-07,38,BOOKS,0,0.0
2017-07-07,38,BREAD/BAKERY,5,471.419
2017-07-07,38,CELEBRATION,0,7.0
2017-07-07,38,CLEANING,39,1095.0
2017-07-07,38,DAIRY,36,828.0
2017-07-07,38,DELI,49,157.843
2017-07-07,38,EGGS,20,86.0
2017-07-07,38,FROZEN FOODS,0,78.0
2017-07-07,38,GROCERY I,56,3173.0
2017-07-07,38,GROCERY II,1,17.0
2017-07-07,38,HARDWARE,0,2.0
2017-07-07,38,HOME AND KITCHEN I,0,25.0
2017-07-07,38,HOME AND KITCHEN II,3,102.0
2017-07-07,38,HOME APPLIANCES,0,0.0
2017-07-07,38,HOME CARE,11,258.0
2017-07-07,38,LADIESWEAR,0,20.0
2017-07-07,38,LAWN AND GARDEN,0,28.0
2017-07-07,38,LINGERIE,0,7.0
2017-07-07,38,"LIQUOR,WINE,BEER",4,78.0
2017-07-07,38,MAGAZINES,0,10.0
2017-07-07,38,MEATS,29,204.577
2017-07-07,38,PERSONAL CARE,5,275.0
2017-07-07,38,PET SUPPLIES,0,12.0
2017-07-07,38,PLAYERS AND ELECTRONICS,0,12.0
2017-07-07,38,POULTRY,29,201.365
2017-07-07,38,PREPARED FOODS,0,72.75
2017-07-07,38,PRODUCE,13,2061.387
2017-07-07,38,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-07-07,38,SEAFOOD,4,27.02
2017-07-07,39,AUTOMOTIVE,0,11.0
2017-07-07,39,BABY CARE,0,1.0
2017-07-07,39,BEAUTY,3,3.0
2017-07-07,39,BEVERAGES,53,3912.0
2017-07-07,39,BOOKS,0,0.0
2017-07-07,39,BREAD/BAKERY,11,830.0
2017-07-07,39,CELEBRATION,0,11.0
2017-07-07,39,CLEANING,44,1501.0
2017-07-07,39,DAIRY,33,624.0
2017-07-07,39,DELI,62,275.067
2017-07-07,39,EGGS,1,329.0
2017-07-07,39,FROZEN FOODS,0,90.0
2017-07-07,39,GROCERY I,74,4752.492
2017-07-07,39,GROCERY II,0,45.0
2017-07-07,39,HARDWARE,0,2.0
2017-07-07,39,HOME AND KITCHEN I,3,22.0
2017-07-07,39,HOME AND KITCHEN II,1,29.0
2017-07-07,39,HOME APPLIANCES,0,0.0
2017-07-07,39,HOME CARE,20,293.0
2017-07-07,39,LADIESWEAR,0,5.0
2017-07-07,39,LAWN AND GARDEN,0,11.0
2017-07-07,39,LINGERIE,0,15.0
2017-07-07,39,"LIQUOR,WINE,BEER",3,101.0
2017-07-07,39,MAGAZINES,0,7.0
2017-07-07,39,MEATS,0,148.633
2017-07-07,39,PERSONAL CARE,7,279.0
2017-07-07,39,PET SUPPLIES,0,3.0
2017-07-07,39,PLAYERS AND ELECTRONICS,0,14.0
2017-07-07,39,POULTRY,24,343.909
2017-07-07,39,PREPARED FOODS,2,96.354996
2017-07-07,39,PRODUCE,21,1763.353
2017-07-07,39,SCHOOL AND OFFICE SUPPLIES,0,2.0
2017-07-07,39,SEAFOOD,1,16.688
2017-07-07,4,AUTOMOTIVE,0,0.0
2017-07-07,4,BABY CARE,0,0.0
2017-07-07,4,BEAUTY,0,2.0
2017-07-07,4,BEVERAGES,37,2567.0
2017-07-07,4,BOOKS,0,0.0
2017-07-07,4,BREAD/BAKERY,5,373.504
2017-07-07,4,CELEBRATION,0,18.0
2017-07-07,4,CLEANING,40,872.0
2017-07-07,4,DAIRY,36,675.0
2017-07-07,4,DELI,55,252.294
2017-07-07,4,EGGS,26,128.0
2017-07-07,4,FROZEN FOODS,1,133.543
2017-07-07,4,GROCERY I,58,3542.0
2017-07-07,4,GROCERY II,0,13.0
2017-07-07,4,HARDWARE,0,3.0
2017-07-07,4,HOME AND KITCHEN I,2,16.0
2017-07-07,4,HOME AND KITCHEN II,1,10.0
2017-07-07,4,HOME APPLIANCES,0,2.0
2017-07-07,4,HOME CARE,12,172.0
2017-07-07,4,LADIESWEAR,0,7.0
2017-07-07,4,LAWN AND GARDEN,0,18.0
2017-07-07,4,LINGERIE,0,4.0
2017-07-07,4,"LIQUOR,WINE,BEER",4,95.0
2017-07-07,4,MAGAZINES,0,7.0
2017-07-07,4,MEATS,52,626.907
2017-07-07,4,PERSONAL CARE,3,183.0
2017-07-07,4,PET SUPPLIES,0,3.0
2017-07-07,4,PLAYERS AND ELECTRONICS,0,3.0
2017-07-07,4,POULTRY,42,578.781
2017-07-07,4,PREPARED FOODS,0,39.339
2017-07-07,4,PRODUCE,14,1990.356
2017-07-07,4,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-07-07,4,SEAFOOD,6,38.631
2017-07-07,40,AUTOMOTIVE,0,6.0
2017-07-07,40,BABY CARE,0,0.0
2017-07-07,40,BEAUTY,2,4.0
2017-07-07,40,BEVERAGES,42,3431.0
2017-07-07,40,BOOKS,0,0.0
2017-07-07,40,BREAD/BAKERY,11,414.0
2017-07-07,40,CELEBRATION,0,12.0
2017-07-07,40,CLEANING,36,3047.0
2017-07-07,40,DAIRY,28,527.0
2017-07-07,40,DELI,58,418.0
2017-07-07,40,EGGS,1,136.0
2017-07-07,40,FROZEN FOODS,0,69.196
2017-07-07,40,GROCERY I,61,4769.0
2017-07-07,40,GROCERY II,0,31.0
2017-07-07,40,HARDWARE,0,0.0
2017-07-07,40,HOME AND KITCHEN I,7,35.0
2017-07-07,40,HOME AND KITCHEN II,1,28.0
2017-07-07,40,HOME APPLIANCES,0,0.0
2017-07-07,40,HOME CARE,18,375.0
2017-07-07,40,LADIESWEAR,0,0.0
2017-07-07,40,LAWN AND GARDEN,0,2.0
2017-07-07,40,LINGERIE,0,8.0
2017-07-07,40,"LIQUOR,WINE,BEER",3,58.0
2017-07-07,40,MAGAZINES,0,3.0
2017-07-07,40,MEATS,0,138.388
2017-07-07,40,PERSONAL CARE,10,278.0
2017-07-07,40,PET SUPPLIES,0,5.0
2017-07-07,40,PLAYERS AND ELECTRONICS,0,12.0
2017-07-07,40,POULTRY,20,327.55402
2017-07-07,40,PREPARED FOODS,0,44.0
2017-07-07,40,PRODUCE,13,1050.767
2017-07-07,40,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-07-07,40,SEAFOOD,1,11.0
2017-07-07,41,AUTOMOTIVE,0,3.0
2017-07-07,41,BABY CARE,0,0.0
2017-07-07,41,BEAUTY,0,2.0
2017-07-07,41,BEVERAGES,42,2200.0
2017-07-07,41,BOOKS,0,0.0
2017-07-07,41,BREAD/BAKERY,6,353.35
2017-07-07,41,CELEBRATION,0,12.0
2017-07-07,41,CLEANING,39,797.0
2017-07-07,41,DAIRY,33,600.0
2017-07-07,41,DELI,56,206.373
2017-07-07,41,EGGS,20,102.0
2017-07-07,41,FROZEN FOODS,0,175.56
2017-07-07,41,GROCERY I,51,3155.0
2017-07-07,41,GROCERY II,1,15.0
2017-07-07,41,HARDWARE,0,4.0
2017-07-07,41,HOME AND KITCHEN I,1,31.0
2017-07-07,41,HOME AND KITCHEN II,1,24.0
2017-07-07,41,HOME APPLIANCES,0,0.0
2017-07-07,41,HOME CARE,10,203.0
2017-07-07,41,LADIESWEAR,0,14.0
2017-07-07,41,LAWN AND GARDEN,0,32.0
2017-07-07,41,LINGERIE,0,8.0
2017-07-07,41,"LIQUOR,WINE,BEER",4,86.0
2017-07-07,41,MAGAZINES,0,13.0
2017-07-07,41,MEATS,41,309.977
2017-07-07,41,PERSONAL CARE,3,182.0
2017-07-07,41,PET SUPPLIES,0,14.0
2017-07-07,41,PLAYERS AND ELECTRONICS,0,8.0
2017-07-07,41,POULTRY,26,186.035
2017-07-07,41,PREPARED FOODS,0,69.517
2017-07-07,41,PRODUCE,12,1817.968
2017-07-07,41,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-07-07,41,SEAFOOD,3,12.0
2017-07-07,42,AUTOMOTIVE,0,3.0
2017-07-07,42,BABY CARE,0,0.0
2017-07-07,42,BEAUTY,0,2.0
2017-07-07,42,BEVERAGES,43,2470.0
2017-07-07,42,BOOKS,0,0.0
2017-07-07,42,BREAD/BAKERY,5,466.059
2017-07-07,42,CELEBRATION,0,14.0
2017-07-07,42,CLEANING,29,724.0
2017-07-07,42,DAIRY,31,857.0
2017-07-07,42,DELI,45,199.417
2017-07-07,42,EGGS,28,142.0
2017-07-07,42,FROZEN FOODS,0,141.443
2017-07-07,42,GROCERY I,47,2783.0
2017-07-07,42,GROCERY II,0,25.0
2017-07-07,42,HARDWARE,0,1.0
2017-07-07,42,HOME AND KITCHEN I,3,27.0
2017-07-07,42,HOME AND KITCHEN II,0,20.0
2017-07-07,42,HOME APPLIANCES,0,1.0
2017-07-07,42,HOME CARE,14,223.0
2017-07-07,42,LADIESWEAR,0,17.0
2017-07-07,42,LAWN AND GARDEN,0,47.0
2017-07-07,42,LINGERIE,0,5.0
2017-07-07,42,"LIQUOR,WINE,BEER",3,90.0
2017-07-07,42,MAGAZINES,0,12.0
2017-07-07,42,MEATS,41,335.722
2017-07-07,42,PERSONAL CARE,4,177.0
2017-07-07,42,PET SUPPLIES,0,7.0
2017-07-07,42,PLAYERS AND ELECTRONICS,0,10.0
2017-07-07,42,POULTRY,32,261.783
2017-07-07,42,PREPARED FOODS,0,34.043
2017-07-07,42,PRODUCE,13,2530.025
2017-07-07,42,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-07-07,42,SEAFOOD,6,12.559
2017-07-07,43,AUTOMOTIVE,0,11.0
2017-07-07,43,BABY CARE,0,0.0
2017-07-07,43,BEAUTY,2,4.0
2017-07-07,43,BEVERAGES,47,6986.0
2017-07-07,43,BOOKS,0,0.0
2017-07-07,43,BREAD/BAKERY,11,438.0
2017-07-07,43,CELEBRATION,0,14.0
2017-07-07,43,CLEANING,38,1222.0
2017-07-07,43,DAIRY,29,517.0
2017-07-07,43,DELI,65,370.186
2017-07-07,43,EGGS,1,101.0
2017-07-07,43,FROZEN FOODS,0,70.0
2017-07-07,43,GROCERY I,61,4252.008
2017-07-07,43,GROCERY II,0,10.0
2017-07-07,43,HARDWARE,0,0.0
2017-07-07,43,HOME AND KITCHEN I,1,19.0
2017-07-07,43,HOME AND KITCHEN II,1,25.0
2017-07-07,43,HOME APPLIANCES,0,0.0
2017-07-07,43,HOME CARE,19,228.0
2017-07-07,43,LADIESWEAR,0,0.0
2017-07-07,43,LAWN AND GARDEN,0,16.0
2017-07-07,43,LINGERIE,0,0.0
2017-07-07,43,"LIQUOR,WINE,BEER",3,263.0
2017-07-07,43,MAGAZINES,0,5.0
2017-07-07,43,MEATS,0,195.567
2017-07-07,43,PERSONAL CARE,7,254.0
2017-07-07,43,PET SUPPLIES,0,3.0
2017-07-07,43,PLAYERS AND ELECTRONICS,0,0.0
2017-07-07,43,POULTRY,21,325.358
2017-07-07,43,PREPARED FOODS,2,190.741
2017-07-07,43,PRODUCE,21,1156.361
2017-07-07,43,SCHOOL AND OFFICE SUPPLIES,0,2.0
2017-07-07,43,SEAFOOD,1,1.0
2017-07-07,44,AUTOMOTIVE,0,19.0
2017-07-07,44,BABY CARE,0,0.0
2017-07-07,44,BEAUTY,0,11.0
2017-07-07,44,BEVERAGES,45,9117.0
2017-07-07,44,BOOKS,0,0.0
2017-07-07,44,BREAD/BAKERY,6,1846.015
2017-07-07,44,CELEBRATION,0,87.0
2017-07-07,44,CLEANING,46,2858.0
2017-07-07,44,DAIRY,41,2666.0
2017-07-07,44,DELI,73,704.352
2017-07-07,44,EGGS,32,663.0
2017-07-07,44,FROZEN FOODS,0,555.541
2017-07-07,44,GROCERY I,65,10252.0
2017-07-07,44,GROCERY II,1,84.0
2017-07-07,44,HARDWARE,0,9.0
2017-07-07,44,HOME AND KITCHEN I,10,122.0
2017-07-07,44,HOME AND KITCHEN II,2,112.0
2017-07-07,44,HOME APPLIANCES,0,1.0
2017-07-07,44,HOME CARE,13,729.0
2017-07-07,44,LADIESWEAR,0,33.0
2017-07-07,44,LAWN AND GARDEN,0,44.0
2017-07-07,44,LINGERIE,0,15.0
2017-07-07,44,"LIQUOR,WINE,BEER",7,432.0
2017-07-07,44,MAGAZINES,0,33.0
2017-07-07,44,MEATS,52,1561.348
2017-07-07,44,PERSONAL CARE,3,436.0
2017-07-07,44,PET SUPPLIES,0,31.0
2017-07-07,44,PLAYERS AND ELECTRONICS,0,40.0
2017-07-07,44,POULTRY,46,1898.219
2017-07-07,44,PREPARED FOODS,0,322.795
2017-07-07,44,PRODUCE,15,9104.334
2017-07-07,44,SCHOOL AND OFFICE SUPPLIES,0,2.0
2017-07-07,44,SEAFOOD,7,136.7
2017-07-07,45,AUTOMOTIVE,0,17.0
2017-07-07,45,BABY CARE,0,0.0
2017-07-07,45,BEAUTY,0,7.0
2017-07-07,45,BEVERAGES,48,9269.0
2017-07-07,45,BOOKS,0,0.0
2017-07-07,45,BREAD/BAKERY,6,1506.958
2017-07-07,45,CELEBRATION,0,59.0
2017-07-07,45,CLEANING,43,2603.0
2017-07-07,45,DAIRY,43,2507.0
2017-07-07,45,DELI,70,851.074
2017-07-07,45,EGGS,31,409.0
2017-07-07,45,FROZEN FOODS,1,426.144
2017-07-07,45,GROCERY I,67,10729.0
2017-07-07,45,GROCERY II,1,121.0
2017-07-07,45,HARDWARE,0,1.0
2017-07-07,45,HOME AND KITCHEN I,8,95.0
2017-07-07,45,HOME AND KITCHEN II,2,130.0
2017-07-07,45,HOME APPLIANCES,0,0.0
2017-07-07,45,HOME CARE,12,611.0
2017-07-07,45,LADIESWEAR,0,18.0
2017-07-07,45,LAWN AND GARDEN,0,78.0
2017-07-07,45,LINGERIE,0,8.0
